,Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Buy or Sell,Open or Close,Date_split,Type_split,Action_split,Symbol_split,Instrument Type_split,Description_split,Value_split,Quantity_split,Average Price_split,Commissions_split,Fees_split,Multiplier_split,Strike Price_split,Call or Put_split,Order #_split,Buy or Sell_split,Open or Close_split
19,2020-08-11 13:36:42+00:00,TRADE,BUY_TO_OPEN,TNA   200814P00034500,Equity Option,Bought 1 TNA 08/14/20 Put 34.50 @ 0.43,-43.0,1,-43.0,-1.0,-0.14,100.0,TNA,2020-08-14,34.5,PUT,96261053.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
20,2020-08-11 13:36:42+00:00,TRADE,SELL_TO_OPEN,TNA   200814P00036500,Equity Option,Sold 1 TNA 08/14/20 Put 36.50 @ 0.92,92.0,1,92.0,-1.0,-0.152,100.0,TNA,2020-08-14,36.5,PUT,96261053.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
21,2020-08-14 15:08:32+00:00,TRADE,SELL_TO_CLOSE,TNA   200814P00034500,Equity Option,Sold 1 TNA 08/14/20 Put 34.50 @ 0.07,7.0,1,7.0,0.0,-0.152,100.0,TNA,2020-08-14,34.5,PUT,97007261.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
22,2020-08-14 15:08:32+00:00,TRADE,BUY_TO_CLOSE,TNA   200814P00036500,Equity Option,Bought 1 TNA 08/14/20 Put 36.50 @ 0.95,-95.0,1,-95.0,0.0,-0.14,100.0,TNA,2020-08-14,36.5,PUT,97007261.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
23,2020-08-14 17:11:23+00:00,TRADE,BUY_TO_CLOSE,TNA   200814P00034000,Equity Option,Bought 2 TNA 08/14/20 Put 34.00 @ 0.03,-6.0,2,-3.0,0.0,-0.27,100.0,TNA,2020-08-14,34.0,PUT,96268105.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
24,2020-08-14 17:29:54+00:00,TRADE,SELL_TO_OPEN,TNA   200821P00034000,Equity Option,Sold 3 TNA 08/21/20 Put 34.00 @ 0.73,219.0,3,73.0,-3.0,-0.426,100.0,TNA,2020-08-21,34.0,PUT,97057828.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
25,2020-08-14 18:04:27+00:00,TRADE,BUY_TO_OPEN,TNA   200821P00032500,Equity Option,Bought 5 TNA 08/21/20 Put 32.50 @ 0.40,-200.0,5,-40.0,-5.0,-0.68,100.0,TNA,2020-08-21,32.5,PUT,97068598.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
26,2020-08-14 18:04:27+00:00,TRADE,SELL_TO_OPEN,TNA   200821P00035000,Equity Option,Sold 5 TNA 08/21/20 Put 35.00 @ 0.95,475.0,5,95.0,-5.0,-0.71,100.0,TNA,2020-08-21,35.0,PUT,97068598.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
27,2020-08-14 18:35:05+00:00,TRADE,BUY_TO_OPEN,INTC  200918P00042500,Equity Option,Bought 1 INTC 09/18/20 Put 42.50 @ 0.21,-21.0,1,-21.0,-1.0,-0.14,100.0,INTC,2020-09-18,42.5,PUT,97078409.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
28,2020-08-14 18:35:05+00:00,TRADE,SELL_TO_OPEN,INTC  200918P00047500,Equity Option,Sold 1 INTC 09/18/20 Put 47.50 @ 1.10,110.0,1,110.0,-1.0,-0.152,100.0,INTC,2020-09-18,47.5,PUT,97078409.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
29,2020-08-19 15:33:27+00:00,TRADE,BUY_TO_OPEN,BAC   220121C00015000,Equity Option,Bought 1 BAC 01/21/22 Call 15.00 @ 11.20,-1120.0,1,-1120.0,-1.0,-0.14,100.0,BAC,2022-01-21,15.0,CALL,97670946.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
30,2020-08-20 15:05:10+00:00,TRADE,SELL_TO_CLOSE,TNA   200821P00032500,Equity Option,Sold 5 TNA 08/21/20 Put 32.50 @ 0.11,55.0,5,11.0,0.0,-0.7,100.0,TNA,2020-08-21,32.5,PUT,97900471.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
31,2020-08-20 15:05:10+00:00,TRADE,BUY_TO_OPEN,TNA   200828P00032500,Equity Option,Bought 5 TNA 08/28/20 Put 32.50 @ 0.75,-375.0,5,-75.0,0.0,-0.68,100.0,TNA,2020-08-28,32.5,PUT,97900471.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
32,2020-08-20 15:05:10+00:00,TRADE,SELL_TO_OPEN,TNA   200828P00035000,Equity Option,Sold 5 TNA 08/28/20 Put 35.00 @ 1.63,815.0,5,163.0,0.0,-0.71,100.0,TNA,2020-08-28,35.0,PUT,97900471.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
33,2020-08-20 15:05:10+00:00,TRADE,BUY_TO_CLOSE,TNA   200821P00035000,Equity Option,Bought 5 TNA 08/21/20 Put 35.00 @ 0.74,-370.0,5,-74.0,0.0,-0.68,100.0,TNA,2020-08-21,35.0,PUT,97900471.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
34,2020-08-21 18:20:49+00:00,TRADE,BUY_TO_CLOSE,TNA   200821P00034000,Equity Option,Bought 3 TNA 08/21/20 Put 34.00 @ 0.31,-93.0,3,-31.0,0.0,-0.41,100.0,TNA,2020-08-21,34.0,PUT,98262083.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
35,2020-08-21 18:20:49+00:00,TRADE,SELL_TO_OPEN,TNA   200828P00034000,Equity Option,Sold 3 TNA 08/28/20 Put 34.00 @ 1.39,417.0,3,139.0,-3.0,-0.426,100.0,TNA,2020-08-28,34.0,PUT,98262083.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
36,2020-08-25 13:34:41+00:00,TRADE,SELL_TO_CLOSE,INTC  200918P00042500,Equity Option,Sold 1 INTC 09/18/20 Put 42.50 @ 0.10,10.0,1,10.0,0.0,-0.152,100.0,INTC,2020-09-18,42.5,PUT,97089317.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
37,2020-08-25 13:34:41+00:00,TRADE,BUY_TO_CLOSE,INTC  200918P00047500,Equity Option,Bought 1 INTC 09/18/20 Put 47.50 @ 0.55,-55.0,1,-55.0,0.0,-0.14,100.0,INTC,2020-09-18,47.5,PUT,97089317.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
38,2020-08-25 15:02:17+00:00,TRADE,BUY_TO_OPEN,WKHS  201016P00010000,Equity Option,Bought 1 WKHS 10/16/20 Put 10.00 @ 0.93,-93.0,1,-93.0,-1.0,-0.14,100.0,WKHS,2020-10-16,10.0,PUT,98668752.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
39,2020-08-25 15:02:17+00:00,TRADE,SELL_TO_OPEN,WKHS  201016P00014000,Equity Option,Sold 1 WKHS 10/16/20 Put 14.00 @ 2.46,246.0,1,246.0,-1.0,-0.152,100.0,WKHS,2020-10-16,14.0,PUT,98668752.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
40,2020-08-25 15:33:32+00:00,TRADE,BUY_TO_OPEN,AAPL  200904P00470000,Equity Option,Bought 1 AAPL 09/04/20 Put 470.00 @ 6.07,-607.0,1,-607.0,-1.0,-0.14,100.0,AAPL,2020-09-04,470.0,PUT,98687122.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
41,2020-08-25 15:33:32+00:00,TRADE,SELL_TO_OPEN,AAPL  200904P00475000,Equity Option,Sold 1 AAPL 09/04/20 Put 475.00 @ 7.47,747.0,1,747.0,-1.0,-0.162,100.0,AAPL,2020-09-04,475.0,PUT,98687122.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
42,2020-08-28 13:30:02+00:00,TRADE,SELL_TO_CLOSE,TNA   200828P00032500,Equity Option,Sold 5 TNA 08/28/20 Put 32.50 @ 0.04,20.0,5,4.0,0.0,-0.7,100.0,TNA,2020-08-28,32.5,PUT,97903354.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
43,2020-08-28 13:30:02+00:00,TRADE,BUY_TO_CLOSE,TNA   200828P00035000,Equity Option,Bought 5 TNA 08/28/20 Put 35.00 @ 0.48,-240.0,5,-48.0,0.0,-0.68,100.0,TNA,2020-08-28,35.0,PUT,97903354.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
44,2020-08-28 13:55:14+00:00,TRADE,BUY_TO_CLOSE,TNA   200828P00034000,Equity Option,Bought 1 TNA 08/28/20 Put 34.00 @ 0.07,-7.0,1,-7.0,0.0,-0.14,100.0,TNA,2020-08-28,34.0,PUT,99184702.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
45,2020-08-28 14:20:58+00:00,TRADE,BUY_TO_CLOSE,TNA   200828P00034000,Equity Option,Bought 1 TNA 08/28/20 Put 34.00 @ 0.07,-7.0,1,-7.0,0.0,-0.14,100.0,TNA,2020-08-28,34.0,PUT,99184702.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
46,2020-08-28 14:21:05+00:00,TRADE,BUY_TO_CLOSE,TNA   200828P00034000,Equity Option,Bought 1 TNA 08/28/20 Put 34.00 @ 0.07,-7.0,1,-7.0,0.0,-0.14,100.0,TNA,2020-08-28,34.0,PUT,99184702.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
47,2020-08-28 15:41:24+00:00,TRADE,SELL_TO_OPEN,TNA   200904P00032500,Equity Option,Sold 3 TNA 09/04/20 Put 32.50 @ 0.55,165.0,3,55.0,-3.0,-0.426,100.0,TNA,2020-09-04,32.5,PUT,99503642.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
48,2020-08-28 16:12:06+00:00,TRADE,BUY_TO_OPEN,FB    200904P00275000,Equity Option,Bought 1 FB 09/04/20 Put 275.00 @ 1.93,-193.0,1,-193.0,-1.0,-0.14,100.0,FB,2020-09-04,275.0,PUT,99511513.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
49,2020-08-28 16:12:06+00:00,TRADE,SELL_TO_OPEN,FB    200904P00280000,Equity Option,Sold 1 FB 09/04/20 Put 280.00 @ 2.96,296.0,1,296.0,-1.0,-0.152,100.0,FB,2020-09-04,280.0,PUT,99511513.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
50,2020-08-28 16:19:03+00:00,TRADE,BUY_TO_OPEN,MSFT  200904P00215000,Equity Option,Bought 1 MSFT 09/04/20 Put 215.00 @ 0.81,-81.0,1,-81.0,-1.0,-0.14,100.0,MSFT,2020-09-04,215.0,PUT,99509956.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
51,2020-08-28 16:19:03+00:00,TRADE,SELL_TO_OPEN,MSFT  200904P00220000,Equity Option,Sold 1 MSFT 09/04/20 Put 220.00 @ 1.67,167.0,1,167.0,-1.0,-0.152,100.0,MSFT,2020-09-04,220.0,PUT,99509956.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
52,2020-08-28 16:23:14+00:00,TRADE,BUY_TO_OPEN,AAPL  200911P00475000,Equity Option,Bought 1 AAPL 09/11/20 Put 475.00 @ 8.18,-818.0,1,-818.0,-1.0,-0.14,100.0,AAPL,2020-09-11,475.0,PUT,99510524.0,BUY,OPEN,2020-08-29 13:27:28+00:00,FORWARD SPLIT,BUY_TO_OPEN,AAPL  200911P00118750,Equity Option,Forward split: Open 4 AAPL  200911P00118750,-818.0,4.0,-204.5,0.0,0.0,100.0,118.75,PUT,0.0,BUY,OPEN
53,2020-08-28 16:23:14+00:00,TRADE,SELL_TO_OPEN,AAPL  200911P00480000,Equity Option,Sold 1 AAPL 09/11/20 Put 480.00 @ 9.68,968.0,1,968.0,-1.0,-0.172,100.0,AAPL,2020-09-11,480.0,PUT,99510524.0,SELL,OPEN,2020-08-29 13:27:28+00:00,FORWARD SPLIT,BUY_TO_OPEN,AAPL  200911P00118750,Equity Option,Forward split: Open 4 AAPL  200911P00118750,-818.0,4.0,-204.5,0.0,0.0,100.0,118.75,PUT,0.0,BUY,OPEN
54,2020-08-28 16:53:58+00:00,TRADE,SELL_TO_OPEN,XBI   201016C00115000,Equity Option,Sold 1 XBI 10/16/20 Call 115.00 @ 2.74,274.0,1,274.0,-1.0,-0.152,100.0,XBI,2020-10-16,115.0,CALL,99540655.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
55,2020-08-28 16:53:58+00:00,TRADE,BUY_TO_OPEN,XBI   201016C00120000,Equity Option,Bought 1 XBI 10/16/20 Call 120.00 @ 1.49,-149.0,1,-149.0,-1.0,-0.14,100.0,XBI,2020-10-16,120.0,CALL,99540655.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
56,2020-08-28 17:00:35+00:00,TRADE,SELL_TO_CLOSE,SLV   200918P00018000,Equity Option,Sold 1 SLV 09/18/20 Put 18.00 @ 0.02,2.0,1,2.0,0.0,-0.152,100.0,SLV,2020-09-18,18.0,PUT,99544063.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
57,2020-08-28 17:00:35+00:00,TRADE,SELL_TO_CLOSE,SLV   200918P00018000,Equity Option,Sold 1 SLV 09/18/20 Put 18.00 @ 0.02,2.0,1,2.0,0.0,-0.152,100.0,SLV,2020-09-18,18.0,PUT,99544063.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
58,2020-08-28 17:00:35+00:00,TRADE,BUY_TO_CLOSE,SLV   200918P00020000,Equity Option,Bought 1 SLV 09/18/20 Put 20.00 @ 0.05,-5.0,1,-5.0,0.0,-0.14,100.0,SLV,2020-09-18,20.0,PUT,99544063.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
59,2020-08-28 17:00:35+00:00,TRADE,BUY_TO_CLOSE,SLV   200918P00020000,Equity Option,Bought 1 SLV 09/18/20 Put 20.00 @ 0.05,-5.0,1,-5.0,0.0,-0.14,100.0,SLV,2020-09-18,20.0,PUT,99544063.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
60,2020-08-28 17:00:35+00:00,TRADE,BUY_TO_CLOSE,SLV   200918C00028500,Equity Option,Bought 1 SLV 09/18/20 Call 28.50 @ 0.48,-48.0,1,-48.0,0.0,-0.14,100.0,SLV,2020-09-18,28.5,CALL,99544063.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
61,2020-08-28 17:00:35+00:00,TRADE,BUY_TO_CLOSE,SLV   200918C00028500,Equity Option,Bought 1 SLV 09/18/20 Call 28.50 @ 0.47,-47.0,1,-47.0,0.0,-0.14,100.0,SLV,2020-09-18,28.5,CALL,99544063.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
62,2020-08-28 17:00:35+00:00,TRADE,SELL_TO_CLOSE,SLV   200918C00030500,Equity Option,Sold 1 SLV 09/18/20 Call 30.50 @ 0.24,24.0,1,24.0,0.0,-0.152,100.0,SLV,2020-09-18,30.5,CALL,99544063.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
63,2020-08-28 17:00:35+00:00,TRADE,SELL_TO_CLOSE,SLV   200918C00030500,Equity Option,Sold 1 SLV 09/18/20 Call 30.50 @ 0.23,23.0,1,23.0,0.0,-0.152,100.0,SLV,2020-09-18,30.5,CALL,99544063.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
64,2020-08-28 17:10:41+00:00,TRADE,BUY_TO_OPEN,BABA  201016P00255000,Equity Option,Bought 1 BABA 10/16/20 Put 255.00 @ 8.07,-807.0,1,-807.0,-1.0,-0.14,100.0,BABA,2020-10-16,255.0,PUT,99549153.0,BUY,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
65,2020-08-28 17:10:41+00:00,TRADE,SELL_TO_OPEN,BABA  201016P00260000,Equity Option,Sold 1 BABA 10/16/20 Put 260.00 @ 9.60,960.0,1,960.0,-1.0,-0.172,100.0,BABA,2020-10-16,260.0,PUT,99549153.0,SELL,OPEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
66,2020-08-28 19:40:14+00:00,TRADE,SELL_TO_CLOSE,AAPL  200904P00470000,Equity Option,Sold 1 AAPL 09/04/20 Put 470.00 @ 2.49,249.0,1,249.0,0.0,-0.152,100.0,AAPL,2020-09-04,470.0,PUT,98687401.0,SELL,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
67,2020-08-28 19:40:14+00:00,TRADE,BUY_TO_CLOSE,AAPL  200904P00475000,Equity Option,Bought 1 AAPL 09/04/20 Put 475.00 @ 3.19,-319.0,1,-319.0,0.0,-0.14,100.0,AAPL,2020-09-04,475.0,PUT,98687401.0,BUY,CLOSE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
68,2020-08-29 13:27:28+00:00,FORWARD SPLIT,BUY_TO_OPEN,AAPL  200911P00118750,Equity Option,Forward split: Open 4 AAPL  200911P00118750,-818.0,4,-204.5,0.0,0.0,100.0,AAPL,2020-09-11,118.75,PUT,0.0,BUY,OPEN,2020-08-29 13:27:28+00:00,FORWARD SPLIT,BUY_TO_OPEN,AAPL  200911P00118750,Equity Option,Forward split: Open 4 AAPL  200911P00118750,-818.0,4.0,-204.5,0.0,0.0,100.0,118.75,PUT,0.0,BUY,OPEN
